mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0025937795639038087,0.0006559325866705124,0.0,0.0,True,5,,2,1,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 1, 'n_estimators': 500}",,,,,,,,,,,,,73
1.6054166316986085,0.22831254485950478,0.01172013282775879,0.0022158816441197678,True,5,,2,2,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-12683.293539947275,-13022.134027189022,-12469.175044568812,-12210.151216156984,-12784.58630263103,-12456.607449313879,-12822.906712476959,-12409.374516386382,-12957.604648607283,-12096.423122148743,-12591.225657942638,295.9040493036993,69
3.5501049041748045,0.6609236051290485,0.023512434959411622,0.005972743848839396,True,5,,2,2,100,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-12738.067269423425,-13001.706619762892,-12477.093431276106,-12192.426893350084,-12773.351271562538,-12439.233243611765,-12836.424723315113,-12368.834940726805,-12951.486117251434,-12122.244261107537,-12590.08687713877,296.2589282197278,66
6.423713970184326,0.15753182465729237,0.045259404182434085,0.007282004956535492,True,5,,2,2,200,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-12711.349991572228,-13007.947472066295,-12447.375452675175,-12154.304594411304,-12766.861548312798,-12443.812985741737,-12813.784433083918,-12372.103046656332,-12957.619556438605,-12116.952610850125,-12579.211169180851,301.254268839725,51
16.076131558418275,0.40237731733950005,0.09876625537872315,0.01483689416478264,True,5,,2,2,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-12712.015280255438,-13013.686087603772,-12438.239798036628,-12160.577297120626,-12749.682938514521,-12445.886499377837,-12815.61492689627,-12364.846281923437,-12963.035400089779,-12107.678826896945,-12577.126333671526,303.2866780631142,49
1.5871468305587768,0.18412561847565875,0.011055970191955566,0.001298670519456237,True,5,,2,5,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-12681.471702776606,-13027.671913419204,-12467.45462698427,-12212.590027709773,-12766.933789918223,-12467.261138499382,-12799.83029115366,-12386.814330517362,-12984.800653792096,-12142.077731797624,-12593.69062065682,290.76256655912323,70
3.1882803678512572,0.38326407206720003,0.021250581741333006,0.0030272497382859633,True,5,,2,5,100,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-12715.58542765435,-12988.16788887009,-12464.836296699737,-12179.295743731629,-12772.941440110508,-12482.44501182701,-12854.802379818679,-12373.754190322681,-12952.510556840381,-12071.493926118288,-12585.583286199335,303.4203159848392,59
6.429717946052551,0.3436207071920631,0.04883882999420166,0.01004372720860269,True,5,,2,5,200,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-12720.9379966007,-13014.202732577878,-12470.422116435546,-12134.747140838652,-12756.914230856806,-12449.039139367374,-12810.920152661678,-12376.135104297076,-12963.210738001582,-12110.829947408243,-12580.735929904553,304.7872946441027,54
16.040172386169434,0.29537500044521825,0.10327982902526855,0.015148247896755763,True,5,,2,5,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",-12708.248106371495,-13003.815255378537,-12466.922510294326,-12171.437409036911,-12761.479222838077,-12439.155285583549,-12823.348626493536,-12367.549031402668,-12962.808561063406,-12109.128131882115,-12581.389214034461,300.19096893797195,55
0.0024757146835327148,0.00018857560579732202,0.0,0.0,True,5,,4,1,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 50}",,,,,,,,,,,,,73
0.0023676395416259766,4.1395288049044374e-05,0.0,0.0,True,5,,4,1,100,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 100}",,,,,,,,,,,,,73
0.0023180484771728516,8.345755095230644e-05,0.0,0.0,True,5,,4,1,200,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 200}",,,,,,,,,,,,,73
0.0023511409759521484,3.4382769751504586e-05,0.0,0.0,True,5,,4,1,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 500}",,,,,,,,,,,,,73
1.6262981414794921,0.2496295530481188,0.011298489570617676,0.0012973000414929455,True,5,,4,2,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-12707.313286118704,-13019.795849057005,-12478.794574205684,-12175.601748047797,-12740.15039033971,-12462.946655149995,-12823.465335082588,-12372.283803801387,-12989.28835006741,-12136.714596190648,-12590.635458806093,298.00475492349403,67
3.315898370742798,0.4375289653188635,0.019606947898864746,0.0007339402603032795,True,5,,4,2,100,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-12733.63836417236,-13058.761365624607,-12444.083175408043,-12188.740564234571,-12759.424691631957,-12464.33969251906,-12803.475988929416,-12370.574413945084,-12955.243134776607,-12096.470033741522,-12587.475142498322,306.2344694465945,62
6.499003839492798,0.2545124300360728,0.048251223564147946,0.008364566048470279,True,5,,4,2,200,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-12725.259334524852,-13011.753794955734,-12448.860216604568,-12160.351151783158,-12759.32404148214,-12466.52174169952,-12832.286867025881,-12384.78832159493,-12960.341973860635,-12120.045579909181,-12586.953302344058,300.55610182630926,61
16.271560931205748,0.41648450107105967,0.10186011791229248,0.013812157547433016,True,5,,4,2,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-12720.855097874944,-13028.192545661017,-12434.335541445704,-12191.432956156023,-12766.462593579356,-12463.734879928712,-12823.04851456134,-12371.259626946516,-12953.87400234991,-12110.00071651457,-12586.319647501809,300.68786407469554,60
1.6224571943283081,0.19834719809999968,0.011836647987365723,0.0015768536061317704,True,5,,4,5,50,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-12723.190400829579,-13019.468938288208,-12463.624705243688,-12150.413146924046,-12753.534167984068,-12460.472191008705,-12865.97618424455,-12385.87669825697,-12990.241164882762,-12097.628925156972,-12591.042652281954,312.30626258617866,68
3.3230581998825075,0.3783730163678156,0.021678805351257324,0.0034935500726245385,True,5,,4,5,100,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-12741.665798226064,-13019.51689031817,-12430.217917141601,-12164.672155329188,-12785.607720866357,-12464.429736547567,-12834.330613834445,-12390.2583188598,-12942.554207844996,-12112.328323436192,-12588.558168240437,303.313325410336,65
6.543862080574035,0.4730862818591285,0.038965368270874025,0.0012348159213169375,True,5,,4,5,200,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-12726.263988630937,-13008.43743594063,-12437.834737560059,-12186.078785523221,-12771.292827973542,-12457.053332621143,-12839.562551758652,-12389.711459026325,-12964.453119348926,-12102.38399158746,-12588.30722299709,301.804424260139,63
16.20688166618347,0.394982164474044,0.10176725387573242,0.01547891208203306,True,5,,4,5,500,"{'bootstrap': True, 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}",-12719.190169067242,-13012.196142388784,-12430.162063742522,-12167.858810728145,-12773.66873350686,-12462.20528389122,-12824.1296432841,-12367.103212498561,-12951.822257181322,-12108.84938426083,-12581.71857005496,302.4883192543576,56
0.0022797346115112304,7.660396366964689e-05,0.0,0.0,True,7,,1,1,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 50}",,,,,,,,,,,,,73
0.002274322509765625,4.2788237849900926e-05,0.0,0.0,True,7,,1,1,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 100}",,,,,,,,,,,,,73
0.002240300178527832,3.5421050002317796e-05,0.0,0.0,True,7,,1,1,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 200}",,,,,,,,,,,,,73
0.0022096633911132812,4.515914747979267e-05,0.0,0.0,True,7,,1,1,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500}",,,,,,,,,,,,,73
2.0247845888137816,0.260043979567133,0.012913203239440918,0.0014415881919894126,True,7,,1,2,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-11789.657071475895,-12104.146123759758,-11374.627425522656,-11212.509088209596,-11805.157594684964,-11547.646901186188,-11948.71353247585,-11616.778459432653,-12110.642609446284,-11199.726008322092,-11670.960481451593,320.68824373088745,48
4.202092456817627,0.39213912217115743,0.026418399810791016,0.005126998976687982,True,7,,1,2,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-11792.605201719263,-12071.126240477171,-11404.338261044895,-11245.738411420854,-11750.145914042976,-11542.138171170762,-11916.587711612145,-11504.288672372382,-12008.17595424089,-11160.28007988158,-11639.54246179829,300.4075342708742,34
8.300794196128845,0.37132612764379336,0.04979393482208252,0.0055603030079957256,True,7,,1,2,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-11767.701220767354,-12004.398898610507,-11369.737777874403,-11191.30892788837,-11720.625534417402,-11535.85671739166,-11935.209527942608,-11498.119208760394,-12049.165711709911,-11193.409723924504,-11626.553324928711,302.1813948670428,27
20.696668314933778,0.46442339032391605,0.1215540885925293,0.013080495781881545,True,7,,1,2,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-11775.501626066829,-12025.590665486614,-11362.599531379125,-11199.602569676363,-11733.897968313664,-11525.294879497258,-11916.581570891893,-11519.098099073391,-12009.741007815328,-11178.817583660219,-11624.67255018607,299.6796328673161,25
2.11628897190094,0.2623909866149517,0.013430547714233399,0.001571248034873466,True,7,,1,5,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-11708.384786595192,-12067.935204998223,-11446.73344595561,-11289.868990790053,-11787.399314741404,-11526.866280703896,-11934.680743718336,-11565.743868116151,-12070.412686610473,-11159.447889685618,-11655.747321191495,298.04879529728476,42
4.138819241523743,0.42482812656863894,0.025133705139160155,0.003948191719880126,True,7,,1,5,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-11791.086692759793,-12053.304857554038,-11398.729366682743,-11225.671028571553,-11769.247673052163,-11524.434780896754,-11908.626548292563,-11503.111219045008,-12076.749514828143,-11188.846800142535,-11643.98084818253,306.3687365984895,35
8.370183038711549,0.3193240698731766,0.051447510719299316,0.007828143929763075,True,7,,1,5,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-11770.483279018561,-12064.029123084287,-11406.40208503061,-11236.905207775526,-11729.86290159749,-11512.46233907749,-11913.08567848868,-11519.875582401903,-12062.164142839718,-11167.38008395871,-11638.265042327297,304.7603793173947,32
20.74892771244049,0.4224913580258879,0.11885275840759277,0.011127461950824348,True,7,,1,5,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",-11748.64915050114,-12062.89200235912,-11371.896735035272,-11222.647274670217,-11757.826698168923,-11513.179402065889,-11911.929327932648,-11502.88134821277,-12031.481819113646,-11195.599137915902,-11631.898289597553,301.58123023683726,30
0.002390003204345703,9.251238125269577e-05,0.0,0.0,True,7,,2,1,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 1, 'n_estimators': 50}",,,,,,,,,,,,,73
0.0030637264251708986,0.0015971090833628461,0.0,0.0,True,7,,2,1,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 1, 'n_estimators': 100}",,,,,,,,,,,,,73
0.0023606061935424806,0.0003089292755928331,0.0,0.0,True,7,,2,1,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 1, 'n_estimators': 200}",,,,,,,,,,,,,73
0.002273225784301758,6.844234606746194e-05,0.0,0.0,True,7,,2,1,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 1, 'n_estimators': 500}",,,,,,,,,,,,,73
2.119771862030029,0.32348568789780674,0.013547539710998535,0.0018804088153654313,True,7,,2,2,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-11815.130800489009,-12084.29132480309,-11360.891986538443,-11202.73508417244,-11751.85778553149,-11549.98579619324,-11977.688429755606,-11549.40106678655,-12016.421279005246,-11202.631840906413,-11651.10353941815,311.7330318925628,39
4.1470900774002075,0.4419327352440167,0.024457836151123048,0.0019504348241686281,True,7,,2,2,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-11767.464753775861,-12001.286848301921,-11422.281765356507,-11198.4336261839,-11696.609304559182,-11545.607206350194,-11886.785807796301,-11489.732636348674,-12045.228596392684,-11210.649011702193,-11626.407955676741,288.3506061298244,26
8.322971105575562,0.381973982779223,0.04937224388122559,0.004445152718121773,True,7,,2,2,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-11742.447173830555,-12073.698031144002,-11401.617677092834,-11211.161828745053,-11739.984475998612,-11540.977882004345,-11916.393245469388,-11528.413557954867,-12001.509766997238,-11168.029822547795,-11632.423346178468,300.13927655902705,31
20.70018599033356,0.39697017240326826,0.11977205276489258,0.014390764420643111,True,7,,2,2,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",-11762.188032271833,-12049.183860781193,-11411.321582193374,-11196.504754109104,-11745.807433469341,-11509.09583657869,-11921.060208148392,-11513.543527450554,-12019.864692705734,-11166.505964263233,-11629.507589197145,303.6533009672801,28
2.034172463417053,0.2512783523754084,0.013910675048828125,0.0017462047416468244,True,7,,2,5,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-11837.54496883952,-12034.45993493757,-11531.711131717528,-11160.378616254848,-11775.596202662098,-11580.935535924678,-11955.684708370554,-11509.734378049774,-12035.10373045771,-11192.934255171243,-11661.40834623855,304.3482017874314,45
4.2313508033752445,0.4655530844184263,0.023387622833251954,0.0006706456187205215,True,7,,2,5,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-11800.608391508553,-12053.515729125736,-11470.999017850625,-11180.64017367328,-11745.600609475148,-11531.547539718951,-11947.336136962167,-11567.249982148622,-12025.886246809036,-11192.584516474873,-11651.5968343747,301.1259755334476,40
8.247955656051635,0.39713182142274117,0.0512937068939209,0.006638386422562488,True,7,,2,5,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-11754.498588084538,-12028.312440542337,-11437.876100962589,-11180.297194010978,-11749.508733505078,-11546.59833507052,-11952.563867455614,-11541.8178152403,-12015.752412748685,-11185.832694513325,-11639.305818213397,298.59373119575105,33
20.804638719558717,0.39724297301933353,0.1155472993850708,0.01269036205960249,True,7,,2,5,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",-11758.463239521512,-12054.275862634795,-11388.927786764267,-11191.728150543944,-11730.620406001412,-11535.45791055899,-11934.467993406559,-11509.519501880022,-12026.114182824727,-11181.821384649287,-11631.139641878553,305.08152173072574,29
0.0025313138961791993,3.584636617483054e-05,0.0,0.0,True,7,,4,1,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 50}",,,,,,,,,,,,,73
0.0025970935821533203,7.061497881276084e-05,0.0,0.0,True,7,,4,1,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 100}",,,,,,,,,,,,,73
0.002567625045776367,4.965638022531329e-05,0.0,0.0,True,7,,4,1,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 200}",,,,,,,,,,,,,73
0.0025853872299194335,6.303567655291282e-05,0.0,0.0,True,7,,4,1,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 1, 'n_estimators': 500}",,,,,,,,,,,,,73
2.0843395233154296,0.25693292645990257,0.013256311416625977,0.0012489981699619942,True,7,,4,2,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-11792.909806561685,-12090.21133201153,-11432.766172229118,-11204.651851823342,-11773.330028646944,-11546.721787549663,-11914.394865487422,-11479.203233636226,-12025.696863717973,-11213.47743070647,-11647.336337237037,302.7072414068838,38
4.129162001609802,0.4008195471782096,0.02600405216217041,0.0048251572979595,True,7,,4,2,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-11833.220668430162,-12057.86274461243,-11433.202507653821,-11279.643738700785,-11793.504825101734,-11597.44941953033,-11922.766034410355,-11575.809985436183,-12013.694793399623,-11197.302707111407,-11670.445742438682,286.42204328123546,47
8.346872138977051,0.4367178900559565,0.04696381092071533,0.0023522666136596253,True,7,,4,2,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-11811.993325837058,-12086.868006644545,-11395.184138604489,-11272.637536687775,-11753.964386247148,-11596.713634724812,-11920.4916303154,-11538.922625307774,-12031.047419663917,-11161.876124374194,-11656.96988284071,301.090890209697,43
20.848798751831055,0.43733692780146777,0.12808051109313964,0.02146984364645567,True,7,,4,2,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",-11784.8818165367,-12060.791113866364,-11384.70741803801,-11232.352221538451,-11772.395773008806,-11556.632041240318,-11942.194992496567,-11530.246687006558,-12010.558499234803,-11191.429839371322,-11646.619040233789,299.2230020984582,37
2.141335606575012,0.31767661043918277,0.013610005378723145,0.002436199681306379,True,7,,4,5,50,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-11813.099524899904,-12097.42995174051,-11410.059129319996,-11318.960914540821,-11726.32060779103,-11564.385800986262,-11925.44202436915,-11608.763810789222,-12037.406941860874,-11173.391754347196,-11667.526046064495,293.06054120551033,46
4.148104405403137,0.4474315541226567,0.024141931533813478,0.0014741160623216417,True,7,,4,5,100,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-11820.929076911747,-12056.202713720902,-11363.60151007955,-11267.211870587369,-11789.21444792995,-11558.663075501572,-11954.697813473036,-11554.919276570898,-12028.706695092129,-11212.12921181392,-11660.627569168108,297.72345802748845,44
8.348582220077514,0.39308477999799635,0.05263807773590088,0.005907904429648146,True,7,,4,5,200,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-11821.578831384126,-12057.271962366098,-11400.183053457531,-11246.26097809379,-11755.812026314821,-11553.141178202639,-11941.120811882864,-11551.356783897152,-12018.911062051482,-11177.696473640628,-11652.333316129112,299.14789450026217,41
20.868397808074953,0.5580981610874105,0.12256317138671875,0.02136710136303584,True,7,,4,5,500,"{'bootstrap': True, 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}",-11805.66011348707,-12068.087777934004,-11383.989474249043,-11249.863588682174,-11756.151664373943,-11564.924112020328,-11926.872756177227,-11513.861036939039,-12005.989654479063,-11182.379332608101,-11645.777951095,298.13018919612796,36
